Table S5: IEI Candidate Genes with Average in DCs > 1 TPM Filter,CellType,Gene,mean,InItan,Pathway1,Pathway2,BothPathways,,
1292,Dendritic Cell,TOLLIP,67.65,KNOWN,FALSE,TRUE,FALSE,,
1293,Dendritic Cell,TOP1,13.15,KNOWN,FALSE,TRUE,FALSE,,
1294,Dendritic Cell,TOX2,1.2,NEW,TRUE,FALSE,FALSE,,
1295,Dendritic Cell,TP53BP1,1.15,NEW,TRUE,TRUE,TRUE,,
1296,Dendritic Cell,TP53I3,9.5,NEW,TRUE,FALSE,FALSE,,
1297,Dendritic Cell,TP53INP1,1.3,KNOWN,TRUE,FALSE,FALSE,,
1298,Dendritic Cell,TP53RK,18.9,NEW,TRUE,TRUE,TRUE,,
1299,Dendritic Cell,TPCN1,6.6,NEW,TRUE,FALSE,FALSE,,
1300,Dendritic Cell,TPD52,3.45,NEW,TRUE,FALSE,FALSE,,
1301,Dendritic Cell,TRADD,46.1,KNOWN,FALSE,TRUE,FALSE,,
1302,Dendritic Cell,TRAF1,1.55,KNOWN,TRUE,TRUE,TRUE,,
1303,Dendritic Cell,TRAF2,9.7,KNOWN,TRUE,TRUE,TRUE,,
1304,Dendritic Cell,TRAF4,25.95,KNOWN,TRUE,TRUE,TRUE,,
1305,Dendritic Cell,TRAF5,1.1,KNOWN,FALSE,TRUE,FALSE,,
1306,Dendritic Cell,TRAF6,8.65,KNOWN,FALSE,TRUE,FALSE,,
1307,Dendritic Cell,TRAPPC9,3.7,NEW,TRUE,FALSE,FALSE,,
1308,Dendritic Cell,TRIAP1,49.25,NEW,TRUE,FALSE,FALSE,,
1309,Dendritic Cell,TRIB3,3.6,KNOWN,TRUE,TRUE,TRUE,,
1310,Dendritic Cell,TRIM21,65.1,KNOWN,TRUE,FALSE,FALSE,,
1311,Dendritic Cell,TRIM25,2.45,NEW,TRUE,TRUE,TRUE,,
1312,Dendritic Cell,TRIM28,14.8,KNOWN,TRUE,TRUE,TRUE,,
1313,Dendritic Cell,TRIP6,2.95,KNOWN,FALSE,TRUE,FALSE,,
1314,Dendritic Cell,TSC1,1.15,KNOWN,TRUE,TRUE,TRUE,,
1315,Dendritic Cell,TSC2,1.4,KNOWN,TRUE,TRUE,TRUE,,
1316,Dendritic Cell,TSC22D3,210.15,KNOWN,FALSE,TRUE,FALSE,,
1317,Dendritic Cell,TSPAN14,21.8,NEW,TRUE,FALSE,FALSE,,
1318,Dendritic Cell,TSPAN3,188.35,NEW,TRUE,FALSE,FALSE,,
1319,Dendritic Cell,TTC1,62.1,NEW,FALSE,TRUE,FALSE,,
1320,Dendritic Cell,TUBA1C,21.15,NEW,TRUE,FALSE,FALSE,,
1321,Dendritic Cell,TUBB,15.15,KNOWN,FALSE,TRUE,FALSE,,
1322,Dendritic Cell,TUBGCP5,2.2,NEW,TRUE,FALSE,FALSE,,
1323,Dendritic Cell,TXN,831.35,KNOWN,TRUE,TRUE,TRUE,,
1324,Dendritic Cell,TXNIP,217.3,KNOWN,FALSE,TRUE,FALSE,,
1325,Dendritic Cell,TXNRD1,29.05,KNOWN,TRUE,FALSE,FALSE,,
1326,Dendritic Cell,TYROBP,1600.95,KNOWN,FALSE,TRUE,FALSE,,
1327,Dendritic Cell,UBA52,2154.45,KNOWN,FALSE,TRUE,FALSE,,
1328,Dendritic Cell,UBB,2485.2,KNOWN,FALSE,TRUE,FALSE,,
1329,Dendritic Cell,UBC,345.15,KNOWN,TRUE,FALSE,FALSE,,
1330,Dendritic Cell,UBE2F,46.2,NEW,TRUE,FALSE,FALSE,,
1331,Dendritic Cell,UBE2H,1.5,KNOWN,TRUE,FALSE,FALSE,,
1332,Dendritic Cell,UBE2I,178,KNOWN,FALSE,TRUE,FALSE,,
1333,Dendritic Cell,UBE2L3,90.9,KNOWN,TRUE,FALSE,FALSE,,
1334,Dendritic Cell,UBE2N,93.55,KNOWN,FALSE,TRUE,FALSE,,
1335,Dendritic Cell,UBR1,1.6,NEW,TRUE,FALSE,FALSE,,
1336,Dendritic Cell,UHRF1,2.8,NEW,TRUE,FALSE,FALSE,,
1337,Dendritic Cell,UIMC1,8.2,KNOWN,FALSE,TRUE,FALSE,,
1338,Dendritic Cell,ULK1,1.85,KNOWN,FALSE,TRUE,FALSE,,
1339,Dendritic Cell,UPP1,7.45,NEW,TRUE,FALSE,FALSE,,
1340,Dendritic Cell,UQCC1,13.7,NEW,TRUE,FALSE,FALSE,,
1341,Dendritic Cell,USF1,2.45,KNOWN,TRUE,FALSE,FALSE,,
1342,Dendritic Cell,USF2,28.5,NEW,TRUE,FALSE,FALSE,,
1343,Dendritic Cell,USP1,10.95,NEW,FALSE,TRUE,FALSE,,
1344,Dendritic Cell,USP10,43.25,NEW,TRUE,FALSE,FALSE,,
1345,Dendritic Cell,USP34,1.9,KNOWN,TRUE,FALSE,FALSE,,
1346,Dendritic Cell,USP4,47.4,KNOWN,FALSE,TRUE,FALSE,,
1347,Dendritic Cell,USP7,4.1,KNOWN,TRUE,TRUE,TRUE,,
1348,Dendritic Cell,USP9X,2.8,KNOWN,TRUE,FALSE,FALSE,,
1349,Dendritic Cell,UTP14A,11.25,NEW,TRUE,FALSE,FALSE,,
1350,Dendritic Cell,UTRN,31.15,NEW,TRUE,FALSE,FALSE,,
1351,Dendritic Cell,UVRAG,18.05,NEW,TRUE,FALSE,FALSE,,
1352,Dendritic Cell,VAC14,4.1,NEW,TRUE,FALSE,FALSE,,
1353,Dendritic Cell,VASP,3.05,KNOWN,FALSE,TRUE,FALSE,,
1354,Dendritic Cell,VAV1,14.5,KNOWN,TRUE,TRUE,TRUE,,
1355,Dendritic Cell,VAV3,1.85,KNOWN,TRUE,TRUE,TRUE,,
1356,Dendritic Cell,VCAN,39.45,NEW,TRUE,TRUE,TRUE,,
1357,Dendritic Cell,VCL,12.95,KNOWN,FALSE,TRUE,FALSE,,
1358,Dendritic Cell,VCP,41.45,KNOWN,FALSE,TRUE,FALSE,,
1359,Dendritic Cell,VDR,2.25,KNOWN,TRUE,TRUE,TRUE,,
1360,Dendritic Cell,VEGFB,32.75,KNOWN,TRUE,FALSE,FALSE,,
1361,Dendritic Cell,VGLL4,4.8,NEW,TRUE,FALSE,FALSE,,
1362,Dendritic Cell,VHL,1.15,KNOWN,FALSE,TRUE,FALSE,,
1363,Dendritic Cell,VIM,537.95,KNOWN,TRUE,TRUE,TRUE,,
1364,Dendritic Cell,VMP1,86.45,NEW,TRUE,FALSE,FALSE,,
1365,Dendritic Cell,VOPP1,24.15,NEW,TRUE,FALSE,FALSE,,
1366,Dendritic Cell,VPS13A,1.1,NEW,TRUE,FALSE,FALSE,,
1367,Dendritic Cell,VPS33B,5.05,NEW,TRUE,FALSE,FALSE,,
1368,Dendritic Cell,VPS53,2.1,NEW,TRUE,FALSE,FALSE,,
1369,Dendritic Cell,VPS8,4.6,NEW,TRUE,FALSE,FALSE,,
1370,Dendritic Cell,VRK1,19.35,NEW,TRUE,TRUE,TRUE,,
1371,Dendritic Cell,VRK2,22.95,NEW,TRUE,FALSE,FALSE,,
1372,Dendritic Cell,VWA5A,5.45,NEW,TRUE,FALSE,FALSE,,
1373,Dendritic Cell,WARS,181.5,KNOWN,TRUE,FALSE,FALSE,,
1374,Dendritic Cell,WASF1,4.4,NEW,FALSE,TRUE,FALSE,,
1375,Dendritic Cell,WASF2,46.5,NEW,FALSE,TRUE,FALSE,,
1376,Dendritic Cell,WASL,1.55,KNOWN,FALSE,TRUE,FALSE,,
1377,Dendritic Cell,WNK1,1.35,NEW,FALSE,TRUE,FALSE,,
1378,Dendritic Cell,XAF1,3.65,KNOWN,TRUE,FALSE,FALSE,,
1379,Dendritic Cell,XPA,28.1,KNOWN,TRUE,TRUE,TRUE,,
1380,Dendritic Cell,XPC,11.55,KNOWN,TRUE,FALSE,FALSE,,
1381,Dendritic Cell,XPO1,3.45,KNOWN,FALSE,TRUE,FALSE,,
1382,Dendritic Cell,XRCC5,119.35,KNOWN,FALSE,TRUE,FALSE,,
1383,Dendritic Cell,XRCC6,231.6,KNOWN,FALSE,TRUE,FALSE,,
1384,Dendritic Cell,XXYLT1,5.85,NEW,TRUE,FALSE,FALSE,,
1385,Dendritic Cell,YBX3,1.6,NEW,TRUE,FALSE,FALSE,,
1386,Dendritic Cell,YWHAB,80.45,KNOWN,TRUE,TRUE,TRUE,,
1387,Dendritic Cell,YWHAE,90.95,KNOWN,FALSE,TRUE,FALSE,,
1388,Dendritic Cell,YWHAG,2.25,KNOWN,FALSE,TRUE,FALSE,,
1389,Dendritic Cell,YWHAH,12.3,KNOWN,FALSE,TRUE,FALSE,,
1390,Dendritic Cell,YWHAQ,96.3,KNOWN,FALSE,TRUE,FALSE,,
1391,Dendritic Cell,YWHAZ,277.8,KNOWN,TRUE,TRUE,TRUE,,
1392,Dendritic Cell,YY1,4.75,KNOWN,TRUE,TRUE,TRUE,,
1393,Dendritic Cell,ZBTB20,3.25,NEW,TRUE,FALSE,FALSE,,
1394,Dendritic Cell,ZC3HAV1,14.15,NEW,TRUE,FALSE,FALSE,,
1395,Dendritic Cell,ZEB2,20.9,KNOWN,TRUE,FALSE,FALSE,,
1396,Dendritic Cell,ZFP36,55.1,KNOWN,TRUE,FALSE,FALSE,,
1397,Dendritic Cell,ZFP36L1,61.75,KNOWN,TRUE,FALSE,FALSE,,
1398,Dendritic Cell,ZMIZ1,2.35,NEW,TRUE,FALSE,FALSE,,
1399,Dendritic Cell,ZMYND8,9.95,NEW,TRUE,FALSE,FALSE,,
1400,Dendritic Cell,ZNF107,1.85,NEW,TRUE,FALSE,FALSE,,
1401,Dendritic Cell,ZNF124,8.95,NEW,TRUE,FALSE,FALSE,,
1402,Dendritic Cell,ZNF140,7.25,NEW,TRUE,FALSE,FALSE,,
1403,Dendritic Cell,ZNF148,10.9,KNOWN,TRUE,FALSE,FALSE,,
1404,Dendritic Cell,ZNF155,2.9,NEW,TRUE,FALSE,FALSE,,
1405,Dendritic Cell,ZNF169,2,NEW,TRUE,FALSE,FALSE,,
1406,Dendritic Cell,ZNF181,5.7,NEW,TRUE,FALSE,FALSE,,
1407,Dendritic Cell,ZNF184,2.95,NEW,TRUE,FALSE,FALSE,,
1408,Dendritic Cell,ZNF200,4.8,NEW,TRUE,FALSE,FALSE,,
1409,Dendritic Cell,ZNF222,2.5,NEW,TRUE,FALSE,FALSE,,
1410,Dendritic Cell,ZNF226,16.75,NEW,TRUE,FALSE,FALSE,,
1411,Dendritic Cell,ZNF227,5.55,NEW,TRUE,FALSE,FALSE,,
1412,Dendritic Cell,ZNF23,1.3,NEW,TRUE,FALSE,FALSE,,
1413,Dendritic Cell,ZNF230,2.55,NEW,TRUE,FALSE,FALSE,,
1414,Dendritic Cell,ZNF235,4.9,NEW,TRUE,FALSE,FALSE,,
1415,Dendritic Cell,ZNF254,2.2,NEW,TRUE,FALSE,FALSE,,
1416,Dendritic Cell,ZNF263,2.7,NEW,TRUE,FALSE,FALSE,,
1417,Dendritic Cell,ZNF267,12.05,NEW,TRUE,FALSE,FALSE,,
1418,Dendritic Cell,ZNF268,6.25,NEW,TRUE,FALSE,FALSE,,
1419,Dendritic Cell,ZNF302,12.75,NEW,TRUE,FALSE,FALSE,,
1420,Dendritic Cell,ZNF331,4,NEW,TRUE,FALSE,FALSE,,
1421,Dendritic Cell,ZNF333,2.6,NEW,TRUE,FALSE,FALSE,,
1422,Dendritic Cell,ZNF337,2.8,NEW,TRUE,FALSE,FALSE,,
1423,Dendritic Cell,ZNF33B,7.8,NEW,TRUE,FALSE,FALSE,,
1424,Dendritic Cell,ZNF343,2.55,NEW,TRUE,FALSE,FALSE,,
1425,Dendritic Cell,ZNF354A,3.35,KNOWN,TRUE,FALSE,FALSE,,
1426,Dendritic Cell,ZNF41,2.7,NEW,TRUE,FALSE,FALSE,,
1427,Dendritic Cell,ZNF417,2.25,NEW,TRUE,FALSE,FALSE,,
1428,Dendritic Cell,ZNF418,1.35,NEW,TRUE,FALSE,FALSE,,
1429,Dendritic Cell,ZNF419,3.35,NEW,TRUE,FALSE,FALSE,,
1430,Dendritic Cell,ZNF425,1.25,NEW,TRUE,FALSE,FALSE,,
1431,Dendritic Cell,ZNF529,1.15,NEW,TRUE,FALSE,FALSE,,
1432,Dendritic Cell,ZNF550,1.4,NEW,TRUE,FALSE,FALSE,,
1433,Dendritic Cell,ZNF567,2.35,NEW,TRUE,FALSE,FALSE,,
1434,Dendritic Cell,ZNF585A,20.1,NEW,TRUE,FALSE,FALSE,,
1435,Dendritic Cell,ZNF589,6.05,NEW,TRUE,FALSE,FALSE,,
1436,Dendritic Cell,ZNF596,1.75,NEW,TRUE,FALSE,FALSE,,
1437,Dendritic Cell,ZNF599,1.5,NEW,TRUE,FALSE,FALSE,,
1438,Dendritic Cell,ZNF613,4.8,NEW,TRUE,FALSE,FALSE,,
1439,Dendritic Cell,ZNF655,28.3,NEW,TRUE,FALSE,FALSE,,
1440,Dendritic Cell,ZNF669,3.25,NEW,TRUE,FALSE,FALSE,,
1441,Dendritic Cell,ZNF670,1.7,NEW,TRUE,FALSE,FALSE,,
1442,Dendritic Cell,ZNF689,5.25,NEW,TRUE,FALSE,FALSE,,
1443,Dendritic Cell,ZNF721,9,NEW,TRUE,FALSE,FALSE,,
1444,Dendritic Cell,ZNF764,1.7,NEW,TRUE,FALSE,FALSE,,
1445,Dendritic Cell,ZNF786,3.8,NEW,TRUE,FALSE,FALSE,,
1446,Dendritic Cell,ZNF79,4.4,NEW,TRUE,FALSE,FALSE,,
1447,Dendritic Cell,ZNF81,1.15,NEW,TRUE,FALSE,FALSE,,
1448,Dendritic Cell,ZNF84,6.4,NEW,TRUE,FALSE,FALSE,,
1449,Dendritic Cell,ZNF879,2.6,NEW,TRUE,FALSE,FALSE,,
1450,NA,CEMIP2,NA,NEW,TRUE,FALSE,FALSE,,
1451,NA,DIPK2B,NA,NEW,TRUE,FALSE,FALSE,,
1452,NA,DLEU1,NA,NEW,TRUE,FALSE,FALSE,,
1453,NA,GPX1,NA,NEW,TRUE,FALSE,FALSE,,
1454,NA,HLA-DRB4,NA,KNOWN,TRUE,FALSE,FALSE,,
1455,NA,LINC00299,NA,NEW,TRUE,FALSE,FALSE,,
1456,NA,LINC00474,NA,NEW,TRUE,FALSE,FALSE,,
1457,NA,MDS2,NA,NEW,TRUE,FALSE,FALSE,,
1458,NA,MIR17HG,NA,NEW,FALSE,TRUE,FALSE,,
1459,NA,MRTFA,NA,NEW,TRUE,TRUE,TRUE,,
1460,NA,OFCC1,NA,NEW,TRUE,FALSE,FALSE,,
1461,NA,TENT4A,NA,NEW,TRUE,FALSE,FALSE,,
