Table S3: IEI Candidate Genes with Average in all Immune Cells > 1 TPM Filter,Gene,mean,pLI,InItan,Pathway1,Pathway2,BothPathways,,
1017,KLF6,111.2277778,0.97946,KNOWN,TRUE,FALSE,FALSE,,
1018,KLF7,9.561111111,0.98178,NEW,TRUE,FALSE,FALSE,,
1019,KLF9,0.344444444,0.88783,NEW,TRUE,FALSE,FALSE,,
1020,KLHL6,2.694444444,4.03E-06,NEW,TRUE,FALSE,FALSE,,
1021,KLK2,0.388888889,0.00012775,KNOWN,FALSE,TRUE,FALSE,,
1022,KLRC1,41.16666667,4.14E-05,NEW,FALSE,TRUE,FALSE,,
1023,KLRD1,95.3,0.0008747,NEW,FALSE,TRUE,FALSE,,
1024,KLRK1,69.25,6.98E-14,KNOWN,FALSE,TRUE,FALSE,,
1025,KMT2B,0.088888889,1,NEW,FALSE,TRUE,FALSE,,
1026,KMT5A,1.405555556,NA,NEW,FALSE,TRUE,FALSE,,
1027,KNG1,0.033333333,3.21E-10,KNOWN,FALSE,TRUE,FALSE,,
1028,KPNA2,27.98333333,0.54133,KNOWN,FALSE,TRUE,FALSE,,
1029,KPNB1,8.316666667,1,KNOWN,FALSE,TRUE,FALSE,,
1030,KRAS,13.90555556,0.00078803,KNOWN,FALSE,TRUE,FALSE,,
1031,KRT1,0.2,0.73629,KNOWN,FALSE,TRUE,FALSE,,
1032,KRT8,0.316666667,2.36E-08,KNOWN,TRUE,FALSE,FALSE,,
1033,KSR1,0.594444444,0.069796,KNOWN,TRUE,TRUE,TRUE,,
1034,KTN1,67.19444444,0.0064543,NEW,FALSE,TRUE,FALSE,,
1035,KYNU,32.22777778,4.18E-18,NEW,TRUE,FALSE,FALSE,,
1036,LAMA2,0.116666667,2.41E-47,KNOWN,FALSE,TRUE,FALSE,,
1037,LAMA3,0.005555556,8.83E-46,NEW,TRUE,FALSE,FALSE,,
1038,LAMB2,0.044444444,2.50E-19,NEW,FALSE,TRUE,FALSE,,
1039,LAMC1,0.05,1,KNOWN,FALSE,TRUE,FALSE,,
1040,LAP3,64.38333333,1.47E-07,NEW,TRUE,FALSE,FALSE,,
1041,LAPTM4B,0.394444444,4.28E-13,NEW,TRUE,FALSE,FALSE,,
1042,LAPTM5,677.6777778,0.90044,NEW,TRUE,FALSE,FALSE,,
1043,LASP1,22.63888889,0.9827,NEW,FALSE,TRUE,FALSE,,
1044,LATS1,4.05,0.99987,NEW,TRUE,TRUE,TRUE,,
1045,LATS2,0.233333333,0.98807,NEW,TRUE,TRUE,TRUE,,
1046,LCP2,37.68888889,0.92466,KNOWN,TRUE,TRUE,TRUE,,
1047,LDB2,0.111111111,0.9546,NEW,TRUE,FALSE,FALSE,,
1048,LDLR,3.494444444,9.84E-24,KNOWN,TRUE,FALSE,FALSE,,
1049,LEF1,26.09444444,0.99789,KNOWN,TRUE,FALSE,FALSE,,
1050,LEPR,0.594444444,0.99475,KNOWN,FALSE,TRUE,FALSE,,
1051,LGALS3,87,2.32E-05,NEW,TRUE,FALSE,FALSE,,
1052,LHFPL2,1.211111111,0.056209,NEW,TRUE,FALSE,FALSE,,
1053,LIF,0.005555556,0.5242,KNOWN,TRUE,TRUE,TRUE,,
1054,LIMCH1,0.072222222,0.94734,NEW,TRUE,FALSE,FALSE,,
1055,LIMD1,1.544444444,0.41673,NEW,TRUE,FALSE,FALSE,,
1056,LIMK1,2.194444444,0.99937,KNOWN,FALSE,TRUE,FALSE,,
1057,LIMK2,9.261111111,0.01561,NEW,TRUE,TRUE,TRUE,,
1058,LIMS1,54.02777778,0.0031502,NEW,TRUE,TRUE,TRUE,,
1059,LIPA,58.94444444,5.53E-07,NEW,TRUE,FALSE,FALSE,,
1060,LITAF,328.9444444,0.030752,NEW,TRUE,FALSE,FALSE,,
1061,LMBR1,0.655555556,1.26E-08,NEW,TRUE,FALSE,FALSE,,
1062,LMNA,16.9,0.9994,NEW,TRUE,FALSE,FALSE,,
1063,LMO2,0.377777778,0.15884,KNOWN,TRUE,FALSE,FALSE,,
1064,LMTK2,0.2,0.99978,KNOWN,FALSE,TRUE,FALSE,,
1065,LPL,0.338888889,1.27E-09,KNOWN,TRUE,TRUE,TRUE,,
1066,LPP,3.922222222,0.0071908,NEW,TRUE,FALSE,FALSE,,
1067,LRCH1,0.988888889,0.99552,NEW,TRUE,FALSE,FALSE,,
1068,LRIG1,0.088888889,0.035031,NEW,TRUE,FALSE,FALSE,,
1069,LRP1,0.527777778,1,NEW,TRUE,TRUE,TRUE,,
1070,LRP1B,0.011111111,2.53E-06,NEW,TRUE,FALSE,FALSE,,
1071,LRP6,0.011111111,0.69664,KNOWN,FALSE,TRUE,FALSE,,
1072,LRRFIP1,84.01111111,0.019511,NEW,TRUE,FALSE,FALSE,,
1073,LRRK2,6.233333333,2.58E-30,KNOWN,TRUE,TRUE,TRUE,,
1074,LSAMP,0.161111111,0.98742,NEW,TRUE,FALSE,FALSE,,
1075,LTB,62.75,9.61E-11,KNOWN,FALSE,TRUE,FALSE,,
1076,LTBP1,0.2,3.72E-09,NEW,TRUE,FALSE,FALSE,,
1077,LTBR,12.71666667,0.3058,KNOWN,FALSE,TRUE,FALSE,,
1078,LTF,1.127777778,1.27E-21,KNOWN,TRUE,TRUE,TRUE,,
1079,LTK,0.694444444,9.29E-26,KNOWN,FALSE,TRUE,FALSE,,
1080,LUZP2,0.016666667,2.35E-10,NEW,TRUE,FALSE,FALSE,,
1081,LY96,40.36111111,7.42E-05,KNOWN,TRUE,FALSE,FALSE,,
1082,LYL1,1.033333333,0.77265,NEW,TRUE,FALSE,FALSE,,
1083,LYN,18.62222222,0.99886,KNOWN,TRUE,TRUE,TRUE,,
1084,MACF1,4.094444444,1,KNOWN,TRUE,FALSE,FALSE,,
1085,MACROD2,1.477777778,0.43472,NEW,TRUE,FALSE,FALSE,,
1086,MAD1L1,62.60555556,6.84E-16,NEW,TRUE,FALSE,FALSE,,
1087,MADCAM1,0.516666667,0.53462,NEW,TRUE,FALSE,FALSE,,
1088,MAF,2.816666667,0.74382,KNOWN,TRUE,TRUE,TRUE,,
1089,MAF1,82.36666667,0.94812,NEW,FALSE,TRUE,FALSE,,
1090,MAFG,1.294444444,0.73176,KNOWN,FALSE,TRUE,FALSE,,
1091,MAGI2,0.211111111,0.99943,KNOWN,TRUE,FALSE,FALSE,,
1092,MAML3,1.255555556,0.99984,KNOWN,TRUE,FALSE,FALSE,,
1093,MAN1A1,0.95,0.11123,NEW,TRUE,FALSE,FALSE,,
1094,MAP1LC3A,5.227777778,0.027922,KNOWN,FALSE,TRUE,FALSE,,
1095,MAP2,0.066666667,1,KNOWN,TRUE,FALSE,FALSE,,
1096,MAP2K1,5.561111111,0.89669,KNOWN,FALSE,TRUE,FALSE,,
1097,MAP2K2,14.81111111,0.96673,KNOWN,FALSE,TRUE,FALSE,,
1098,MAP2K3,44.91111111,0.022009,NEW,FALSE,TRUE,FALSE,,
1099,MAP2K4,2.011111111,0.99709,KNOWN,FALSE,TRUE,FALSE,,
1100,MAP2K5,5.394444444,0.004765,NEW,FALSE,TRUE,FALSE,,
1101,MAP2K6,9.55,0.91334,NEW,FALSE,TRUE,FALSE,,
1102,MAP2K7,0.555555556,0.99552,KNOWN,TRUE,TRUE,TRUE,,
1103,MAP3K1,2.033333333,0.99998,KNOWN,TRUE,TRUE,TRUE,,
1104,MAP3K11,5.194444444,0.010875,KNOWN,FALSE,TRUE,FALSE,,
1105,MAP3K12,0.255555556,1,KNOWN,FALSE,TRUE,FALSE,,
1106,MAP3K2,2.072222222,0.99999,KNOWN,FALSE,TRUE,FALSE,,
1107,MAP3K20,2.538888889,NA,NEW,FALSE,TRUE,FALSE,,
1108,MAP3K3,5.544444444,0.98535,KNOWN,FALSE,TRUE,FALSE,,
1109,MAP3K4,5.355555556,1,KNOWN,FALSE,TRUE,FALSE,,
1110,MAP3K5,1.85,0.51964,KNOWN,TRUE,TRUE,TRUE,,
1111,MAP3K7,12.37222222,0.99971,KNOWN,TRUE,TRUE,TRUE,,
1112,MAP3K8,18.18333333,0.96825,KNOWN,TRUE,TRUE,TRUE,,
1113,MAP4,9.15,0.84782,NEW,TRUE,FALSE,FALSE,,
1114,MAP4K1,12.57222222,0.98919,KNOWN,FALSE,TRUE,FALSE,,
1115,MAP4K2,5.788888889,1.54E-11,KNOWN,FALSE,TRUE,FALSE,,
1116,MAP4K3,0.127777778,0.10987,KNOWN,FALSE,TRUE,FALSE,,
1117,MAP4K4,2.855555556,1,KNOWN,TRUE,TRUE,TRUE,,
1118,MAP4K5,7.311111111,0.99469,KNOWN,FALSE,TRUE,FALSE,,
1119,MAPK1,4.477777778,0.99698,KNOWN,TRUE,TRUE,TRUE,,
1120,MAPK10,1.088888889,0.27553,NEW,FALSE,TRUE,FALSE,,
1121,MAPK12,0.038888889,5.87E-07,KNOWN,FALSE,TRUE,FALSE,,
1122,MAPK13,15.98333333,6.72E-11,NEW,TRUE,TRUE,TRUE,,
1123,MAPK14,9.322222222,0.37466,KNOWN,TRUE,TRUE,TRUE,,
1124,MAPK3,5.105555556,0.036884,KNOWN,TRUE,TRUE,TRUE,,
1125,MAPK7,2.55,0.0031023,KNOWN,FALSE,TRUE,FALSE,,
1126,MAPK8,1.327777778,0.99823,KNOWN,TRUE,TRUE,TRUE,,
1127,MAPK8IP1,0.077777778,0.99983,KNOWN,FALSE,TRUE,FALSE,,
1128,MAPK8IP3,0.111111111,1,KNOWN,FALSE,TRUE,FALSE,,
1129,MAPK9,1.644444444,0.069738,KNOWN,TRUE,TRUE,TRUE,,
1130,MAPKAP1,5.45,0.99991,NEW,TRUE,TRUE,TRUE,,
1131,MAPKAPK2,2.527777778,0.99957,KNOWN,TRUE,TRUE,TRUE,,
1132,MAPKAPK3,69.18333333,3.72E-09,KNOWN,TRUE,FALSE,FALSE,,
1133,MAPKAPK5,2.716666667,0.35435,NEW,TRUE,TRUE,TRUE,,
1134,MAPT,0.038888889,0.0060258,NEW,FALSE,TRUE,FALSE,,
1135,MARCH1,13.16111111,0.0086782,NEW,TRUE,FALSE,FALSE,,
1136,MARCH10,0.122222222,3.30E-24,NEW,TRUE,FALSE,FALSE,,
1137,MARCH3,1.6,0.17324,NEW,TRUE,FALSE,FALSE,,
1138,MARCKS,2.094444444,0.32648,NEW,TRUE,TRUE,TRUE,,
1139,MARK2,1.472222222,0.99999,KNOWN,FALSE,TRUE,FALSE,,
1140,MARK3,8.761111111,1.43E-06,KNOWN,TRUE,TRUE,TRUE,,
1141,MAST2,0.25,1.71E-19,NEW,FALSE,TRUE,FALSE,,
1142,MAST4,2.277777778,0.00011694,NEW,TRUE,FALSE,FALSE,,
1143,MAT2A,18.56666667,0.99846,NEW,TRUE,FALSE,FALSE,,
1144,MATK,12.21111111,2.31E-06,NEW,FALSE,TRUE,FALSE,,
1145,MAVS,1.288888889,6.70E-07,NEW,TRUE,TRUE,TRUE,,
1146,MAX,164.4388889,0.8335,NEW,FALSE,TRUE,FALSE,,
1147,MBNL1,59.74444444,0.70579,NEW,TRUE,FALSE,FALSE,,
1148,MBP,14.73888889,0.28446,NEW,TRUE,FALSE,FALSE,,
1149,MCC,0.272222222,4.66E-16,NEW,TRUE,FALSE,FALSE,,
1150,MCF2L,0.083333333,2.72E-07,KNOWN,TRUE,FALSE,FALSE,,
1151,MCF2L2,0.138888889,1.16E-24,NEW,TRUE,FALSE,FALSE,,
1152,MCL1,20.40555556,0.96349,KNOWN,TRUE,FALSE,FALSE,,
1153,MCM3,33.88888889,6.95E-11,KNOWN,TRUE,FALSE,FALSE,,
1154,MCM7,3.205555556,1.94E-24,KNOWN,TRUE,FALSE,FALSE,,
1155,MCPH1,2.972222222,7.76E-30,NEW,FALSE,TRUE,FALSE,,
1156,MCTP1,10.22222222,9.31E-05,NEW,TRUE,FALSE,FALSE,,
1157,MDC1,0.2,2.27E-08,NEW,FALSE,TRUE,FALSE,,
1158,MDK,0.227777778,0.23005,KNOWN,FALSE,TRUE,FALSE,,
1159,MDM2,4.633333333,0.99981,KNOWN,TRUE,TRUE,TRUE,,
1160,MDM4,4.872222222,0.99992,KNOWN,TRUE,TRUE,TRUE,,
1161,MECOM,0.033333333,1,KNOWN,TRUE,FALSE,FALSE,,
1162,MED14,1.783333333,1,KNOWN,FALSE,TRUE,FALSE,,
1163,MED15,13.49444444,0.99974,KNOWN,TRUE,FALSE,FALSE,,
1164,MED16,40.93333333,2.59E-14,KNOWN,TRUE,FALSE,FALSE,,
1165,MED28,4.738888889,0.00011083,NEW,TRUE,FALSE,FALSE,,
1166,MED4,68.26111111,0.0076107,KNOWN,TRUE,FALSE,FALSE,,
1167,MEF2C,35.72222222,0.017256,KNOWN,TRUE,TRUE,TRUE,,
1168,MEF2D,1.3,0.99705,KNOWN,TRUE,FALSE,FALSE,,
1169,MEIS1,0.272222222,0.99951,NEW,TRUE,FALSE,FALSE,,
1170,MELK,0.138888889,4.51E-22,NEW,FALSE,TRUE,FALSE,,
1171,MEN1,1.061111111,0.99971,KNOWN,FALSE,TRUE,FALSE,,
1172,MERTK,0.688888889,2.66E-11,KNOWN,FALSE,TRUE,FALSE,,
1173,MET,0.005555556,0.96998,KNOWN,TRUE,TRUE,TRUE,,
1174,METTL8,3.016666667,5.55E-11,NEW,TRUE,FALSE,FALSE,,
1175,METTL9,17.06111111,0.80352,NEW,TRUE,FALSE,FALSE,,
1176,MGAT1,92.08333333,0.98879,NEW,TRUE,FALSE,FALSE,,
1177,MGLL,14.81666667,0.020016,NEW,TRUE,FALSE,FALSE,,
1178,MGMT,23.50555556,1.18E-07,KNOWN,TRUE,FALSE,FALSE,,
1179,MGRN1,2.827777778,0.10393,NEW,TRUE,FALSE,FALSE,,
1180,MICA,0.444444444,0.0049697,NEW,TRUE,FALSE,FALSE,,
1181,MICAL2,1.922222222,2.18E-12,NEW,TRUE,FALSE,FALSE,,
1182,MICALL1,0.438888889,1.20E-07,NEW,TRUE,FALSE,FALSE,,
1183,MID1,0.044444444,0.97967,KNOWN,TRUE,FALSE,FALSE,,
1184,MINK1,0.666666667,1,NEW,FALSE,TRUE,FALSE,,
1185,MIPOL1,0.083333333,2.08E-11,NEW,TRUE,FALSE,FALSE,,
1186,MITF,1.55,0.98119,KNOWN,TRUE,FALSE,FALSE,,
1187,MKI67,0.027777778,1.26E-28,NEW,TRUE,FALSE,FALSE,,
1188,MKNK1,17.56666667,8.05E-10,KNOWN,FALSE,TRUE,FALSE,,
1189,MKNK2,9.7,1.40E-05,KNOWN,FALSE,TRUE,FALSE,,
1190,MKRN1,26.35,0.99421,NEW,FALSE,TRUE,FALSE,,
1191,MLH1,13.42777778,3.41E-05,KNOWN,TRUE,TRUE,TRUE,,
1192,MLLT3,3.444444444,0.99964,NEW,TRUE,FALSE,FALSE,,
1193,MMP13,0.122222222,7.88E-18,NEW,TRUE,FALSE,FALSE,,
1194,MMP9,10.21111111,1.89E-17,KNOWN,TRUE,TRUE,TRUE,,
1195,MNT,0.25,0.99739,KNOWN,TRUE,FALSE,FALSE,,
1196,MOB1A,50.83333333,0.95091,NEW,TRUE,FALSE,FALSE,,
1197,MOB1B,0.505555556,0.035037,NEW,TRUE,FALSE,FALSE,,
1198,MOV10,6.594444444,0.80908,NEW,TRUE,FALSE,FALSE,,
1199,MPG,52.86111111,1.95E-12,KNOWN,FALSE,TRUE,FALSE,,
1200,MPL,0.016666667,4.07E-09,KNOWN,FALSE,TRUE,FALSE,,
1201,MPRIP,11.02777778,0.98078,NEW,FALSE,TRUE,FALSE,,
1202,MPZ,0.016666667,0.27158,NEW,FALSE,TRUE,FALSE,,
1203,MPZL1,18.49444444,0.15905,NEW,TRUE,FALSE,FALSE,,
1204,MR1,15.72777778,4.90E-18,KNOWN,TRUE,FALSE,FALSE,,
1205,MRC1,0.255555556,0.94335,NEW,FALSE,TRUE,FALSE,,
1206,MRE11,6.627777778,NA,NEW,TRUE,TRUE,TRUE,,
1207,MRPL27,114.8888889,0.50212,NEW,TRUE,FALSE,FALSE,,
1208,MRPS27,24.82777778,1.92E-06,NEW,TRUE,FALSE,FALSE,,
1209,MS4A1,46.67777778,5.08E-05,NEW,FALSE,TRUE,FALSE,,
1210,MS4A2,18.46666667,5.60E-09,NEW,TRUE,FALSE,FALSE,,
1211,MSC,4.383333333,0.024651,NEW,TRUE,FALSE,FALSE,,
1212,MSGN1,0.005555556,0.072006,NEW,TRUE,FALSE,FALSE,,
1213,MSH2,6.633333333,0.89539,KNOWN,TRUE,TRUE,TRUE,,
1214,MSI2,0.677777778,0.99478,NEW,TRUE,FALSE,FALSE,,
1215,MST1,0.016666667,4.78E-19,KNOWN,TRUE,TRUE,TRUE,,
1216,MST1R,0.027777778,7.87E-37,KNOWN,FALSE,TRUE,FALSE,,
1217,MTA1,0.272222222,1,NEW,FALSE,TRUE,FALSE,,
1218,MTHFD1L,0.405555556,1.94E-12,NEW,TRUE,FALSE,FALSE,,
1219,MTHFR,1.522222222,3.21E-10,NEW,TRUE,FALSE,FALSE,,
1220,MTMR9,0.644444444,0.0012631,NEW,TRUE,FALSE,FALSE,,
1221,MTOR,1.194444444,1,KNOWN,TRUE,TRUE,TRUE,,
1222,MTSS1,20.15,0.9997,KNOWN,TRUE,FALSE,FALSE,,
1223,MUC1,0.133333333,0.018774,NEW,TRUE,TRUE,TRUE,,
1224,MVP,77.71666667,6.76E-08,NEW,TRUE,FALSE,FALSE,,
1225,MX1,35.29444444,3.42E-18,KNOWN,TRUE,FALSE,FALSE,,
1226,MYB,0.716666667,0.81924,NEW,TRUE,TRUE,TRUE,,
1227,MYBL2,4.927777778,0.12226,NEW,FALSE,TRUE,FALSE,,
1228,MYBPC3,0.005555556,8.01E-11,KNOWN,TRUE,FALSE,FALSE,,
1229,MYC,73.39444444,0.99801,KNOWN,TRUE,TRUE,TRUE,,
1230,MYCBP2,2.527777778,1,NEW,TRUE,TRUE,TRUE,,
1231,MYEOV,0.005555556,0.0033849,NEW,TRUE,FALSE,FALSE,,
1232,MYH9,22.62222222,1,NEW,TRUE,FALSE,FALSE,,
1233,MYLK,0.911111111,9.17E-12,NEW,TRUE,TRUE,TRUE,,
1234,MYO18A,0.283333333,0.98723,NEW,TRUE,FALSE,FALSE,,
1235,MYO1B,0.044444444,7.24E-05,NEW,TRUE,FALSE,FALSE,,
1236,MYO3B,0.011111111,2.03E-36,NEW,TRUE,FALSE,FALSE,,
1237,MYO9B,2.811111111,1,KNOWN,TRUE,FALSE,FALSE,,
1238,MYOF,3.683333333,1.48E-54,KNOWN,TRUE,FALSE,FALSE,,
1239,MZF1,2.011111111,1.07E-10,NEW,TRUE,TRUE,TRUE,,
1240,N4BP1,1.2,0.62056,NEW,TRUE,FALSE,FALSE,,
1241,NAA35,5.227777778,1,NEW,TRUE,FALSE,FALSE,,
1242,NAALADL2,0.011111111,8.73E-08,NEW,TRUE,FALSE,FALSE,,
1243,NABP1,6.838888889,3.28E-05,NEW,TRUE,FALSE,FALSE,,
1244,NAIP,0.894444444,0.00016166,NEW,FALSE,TRUE,FALSE,,
1245,NAV2,0.011111111,0.99995,NEW,TRUE,FALSE,FALSE,,
1246,NAV3,0.066666667,1,NEW,TRUE,FALSE,FALSE,,
1247,NBN,14.12777778,2.18E-16,NEW,TRUE,TRUE,TRUE,,
1248,NCAM1,3.661111111,0.99999,KNOWN,TRUE,FALSE,FALSE,,
1249,NCBP1,8.555555556,1,KNOWN,FALSE,TRUE,FALSE,,
1250,NCK1,23.78333333,0.0020702,KNOWN,FALSE,TRUE,FALSE,,
1251,NCK2,8.611111111,0.45789,KNOWN,FALSE,TRUE,FALSE,,
1252,NCL,125.9611111,0.99992,NEW,FALSE,TRUE,FALSE,,
1253,NCOA1,3.805555556,0.99981,KNOWN,TRUE,TRUE,TRUE,,
1254,NCOA2,1.822222222,1,KNOWN,FALSE,TRUE,FALSE,,
1255,NCOA3,3.577777778,0.54065,KNOWN,FALSE,TRUE,FALSE,,
1256,NCOA7,13.16111111,3.30E-05,NEW,TRUE,FALSE,FALSE,,
1257,NCOR2,0.672222222,1,KNOWN,TRUE,TRUE,TRUE,,
1258,NDRG1,4.383333333,0.011324,KNOWN,TRUE,TRUE,TRUE,,
1259,NDRG2,15.8,2.20E-05,NEW,FALSE,TRUE,FALSE,,
1260,NDST1,1.216666667,0.99995,NEW,TRUE,FALSE,FALSE,,
1261,NEDD4,0.233333333,8.72E-13,KNOWN,FALSE,TRUE,FALSE,,
1262,NEDD4L,0.683333333,1,KNOWN,TRUE,TRUE,TRUE,,
1263,NEDD9,17.51111111,0.12634,NEW,TRUE,TRUE,TRUE,,
1264,NEK2,0.388888889,1.15E-06,KNOWN,FALSE,TRUE,FALSE,,
1265,NEK6,21.46111111,0.038901,NEW,TRUE,TRUE,TRUE,,
1266,NEK7,3.005555556,0.88018,NEW,TRUE,FALSE,FALSE,,
1267,NEK9,1.938888889,8.21E-18,KNOWN,FALSE,TRUE,FALSE,,
1268,NEO1,0.127777778,0.24398,NEW,TRUE,FALSE,FALSE,,
1269,NF1,1.405555556,0.90175,KNOWN,TRUE,FALSE,FALSE,,
1270,NF2,9.9,1,KNOWN,FALSE,TRUE,FALSE,,
1271,NFAM1,9.338888889,6.29E-05,NEW,FALSE,TRUE,FALSE,,
1272,NFASC,0.005555556,0.99999,KNOWN,TRUE,FALSE,FALSE,,
1273,NFATC1,4.644444444,0.15652,KNOWN,TRUE,FALSE,FALSE,,
1274,NFATC2,1.877777778,0.99995,KNOWN,TRUE,TRUE,TRUE,,
1275,NFATC3,10.61666667,0.99813,KNOWN,FALSE,TRUE,FALSE,,
1276,NFIA,1.6,0.99959,NEW,TRUE,FALSE,FALSE,,
1277,NFIB,0.033333333,0.99861,KNOWN,TRUE,FALSE,FALSE,,
1278,NFIC,2.338888889,0.090534,KNOWN,TRUE,FALSE,FALSE,,
1279,NFKBIZ,5.688888889,0.99981,KNOWN,TRUE,FALSE,FALSE,,
1280,NFYA,4.555555556,0.14619,KNOWN,TRUE,TRUE,TRUE,,
1281,NFYB,18.91111111,0.00024967,KNOWN,TRUE,FALSE,FALSE,,
1282,NFYC,42.7,0.10847,KNOWN,TRUE,FALSE,FALSE,,
1283,NGFR,0.072222222,0.097889,KNOWN,FALSE,TRUE,FALSE,,
1284,NIN,5.8,9.63E-09,NEW,FALSE,TRUE,FALSE,,
1285,NINJ1,173.3944444,0.11745,NEW,TRUE,FALSE,FALSE,,
1286,NKIRAS1,4.655555556,0.00050065,NEW,FALSE,TRUE,FALSE,,
1287,NKX3-1,5.322222222,0.00047049,NEW,FALSE,TRUE,FALSE,,
1288,NLK,1.366666667,0.99991,KNOWN,TRUE,FALSE,FALSE,,
1289,NLRC5,3.638888889,9.42E-08,NEW,TRUE,FALSE,FALSE,,
1290,NLRP2,0.361111111,1.42E-38,KNOWN,FALSE,TRUE,FALSE,,
1291,NME1,34.76111111,0.0031764,KNOWN,TRUE,FALSE,FALSE,,
1292,NME7,6.322222222,4.05E-06,NEW,TRUE,FALSE,FALSE,,
1293,NMI,71.85555556,8.70E-06,KNOWN,TRUE,FALSE,FALSE,,
1294,NOD1,6.111111111,2.46E-18,KNOWN,FALSE,TRUE,FALSE,,
1295,NOL3,0.433333333,0.0001992,KNOWN,FALSE,TRUE,FALSE,,
1296,NOLC1,13.58888889,0.00010396,NEW,TRUE,TRUE,TRUE,,
1297,NOS1,0.033333333,1,KNOWN,TRUE,TRUE,TRUE,,
1298,NOS3,0.605555556,6.72E-07,KNOWN,TRUE,TRUE,TRUE,,
1299,NOTCH1,0.672222222,1,KNOWN,FALSE,TRUE,FALSE,,
1300,NOTCH2,2.677777778,1,KNOWN,FALSE,TRUE,FALSE,,
1301,NOTCH3,0.027777778,0.40757,KNOWN,FALSE,TRUE,FALSE,,
1302,NOXA1,0.266666667,2.81E-09,NEW,FALSE,TRUE,FALSE,,
1303,NPM1,502.1277778,0.99816,KNOWN,FALSE,TRUE,FALSE,,
1304,NQO1,4.694444444,1.19E-09,NEW,TRUE,FALSE,FALSE,,
1305,NQO2,40.86666667,8.76E-07,NEW,TRUE,FALSE,FALSE,,
1306,NR1D1,3.338888889,0.81796,NEW,FALSE,TRUE,FALSE,,
1307,NR1H2,90.2,0.37506,KNOWN,FALSE,TRUE,FALSE,,
1308,NR2C2,1.061111111,0.99892,KNOWN,FALSE,TRUE,FALSE,,
1309,NR2F6,1.266666667,0.45111,KNOWN,TRUE,FALSE,FALSE,,
1310,NR3C1,22.05,0.96958,KNOWN,TRUE,TRUE,TRUE,,
1311,NR3C2,0.327777778,0.83739,KNOWN,TRUE,FALSE,FALSE,,
1312,NR4A1,4.627777778,0.37074,KNOWN,TRUE,TRUE,TRUE,,
1313,NR4A2,0.9,0.99959,KNOWN,TRUE,FALSE,FALSE,,
1314,NR4A3,0.011111111,0.9126,NEW,FALSE,TRUE,FALSE,,
1315,NRAS,11.43333333,0.49009,KNOWN,FALSE,TRUE,FALSE,,
1316,NRCAM,0.127777778,0.015254,NEW,TRUE,FALSE,FALSE,,
1317,NRG1,2.277777778,0.99665,NEW,TRUE,TRUE,TRUE,,
1318,NRIP1,0.4,0.99394,KNOWN,FALSE,TRUE,FALSE,,
1319,NRP1,2.711111111,0.98584,KNOWN,TRUE,TRUE,TRUE,,
1320,NRP2,0.016666667,0.00080686,KNOWN,TRUE,FALSE,FALSE,,
1321,NRXN1,0.061111111,0.99964,NEW,TRUE,FALSE,FALSE,,
1322,NRXN3,0.022222222,1,NEW,TRUE,FALSE,FALSE,,
1323,NSD1,7.477777778,1,NEW,TRUE,FALSE,FALSE,,
1324,NSMAF,5.844444444,7.64E-12,NEW,TRUE,FALSE,FALSE,,
1325,NTM,0.894444444,0.057798,NEW,TRUE,FALSE,FALSE,,
1326,NTRK1,3.738888889,1.96E-06,KNOWN,FALSE,TRUE,FALSE,,
1327,NTRK2,0.005555556,1,KNOWN,FALSE,TRUE,FALSE,,
1328,NTRK3,0.005555556,0.9983,NEW,FALSE,TRUE,FALSE,,
1329,NUAK1,0.011111111,0.098693,NEW,TRUE,TRUE,TRUE,,
1330,NUAK2,18.67777778,4.99E-05,NEW,FALSE,TRUE,FALSE,,
1331,NUMB,42.40555556,0.0039959,KNOWN,FALSE,TRUE,FALSE,,
1332,NUMBL,0.194444444,0.99902,KNOWN,FALSE,TRUE,FALSE,,
1333,NUP153,2.15,1,NEW,FALSE,TRUE,FALSE,,
1334,NUP210,3.855555556,1.10E-22,NEW,TRUE,FALSE,FALSE,,
1335,NXN,0.072222222,0.99725,NEW,TRUE,FALSE,FALSE,,
1336,OAS2,24.45555556,2.61E-21,NEW,TRUE,FALSE,FALSE,,
1337,OAS3,4.061111111,1.97E-33,NEW,TRUE,FALSE,FALSE,,
1338,OASL,31.83333333,2.76E-11,NEW,TRUE,FALSE,FALSE,,
1339,OCLN,0.077777778,8.56E-07,KNOWN,FALSE,TRUE,FALSE,,
1340,OGG1,12.61111111,3.93E-12,NEW,TRUE,FALSE,FALSE,,
1341,OGT,5.405555556,1,NEW,FALSE,TRUE,FALSE,,
1342,OLR1,0.355555556,0.007199,KNOWN,FALSE,TRUE,FALSE,,
1343,OPRD1,0.138888889,0.0033233,NEW,TRUE,FALSE,FALSE,,
1344,OPRM1,0.022222222,7.89E-11,KNOWN,TRUE,FALSE,FALSE,,
1345,OPTN,28.51666667,5.91E-18,KNOWN,TRUE,FALSE,FALSE,,
1346,OSBPL10,0.661111111,3.33E-07,NEW,TRUE,FALSE,FALSE,,
1347,OSBPL3,3.766666667,1.59E-06,NEW,TRUE,FALSE,FALSE,,
1348,OSBPL8,43.00555556,0.010518,NEW,TRUE,FALSE,FALSE,,
1349,OSBPL9,22.99444444,0.97558,NEW,TRUE,FALSE,FALSE,,
