Table S7: IEI Candidate Genes with Average in NK Cells > 1 TPM Filter,CellType,Gene,mean,InItan,Pathway1,Pathway2,BothPathways,,
1072,NK cell,RXYLT1,3.2,NEW,TRUE,FALSE,FALSE,,
1073,NK cell,RYK,1.7,NEW,FALSE,TRUE,FALSE,,
1074,NK cell,S100A10,313.9,NEW,TRUE,FALSE,FALSE,,
1075,NK cell,S100A11,720.2,KNOWN,TRUE,FALSE,FALSE,,
1076,NK cell,S100A4,695.7,NEW,TRUE,TRUE,TRUE,,
1077,NK cell,S100A6,228.4,KNOWN,TRUE,FALSE,FALSE,,
1078,NK cell,S100A9,19.4,KNOWN,FALSE,TRUE,FALSE,,
1079,NK cell,S100B,72.3,KNOWN,TRUE,FALSE,FALSE,,
1080,NK cell,SAMSN1,19,NEW,TRUE,FALSE,FALSE,,
1081,NK cell,SCAF11,23.4,NEW,FALSE,TRUE,FALSE,,
1082,NK cell,SCAPER,19.2,NEW,TRUE,FALSE,FALSE,,
1083,NK cell,SCMH1,1.7,NEW,TRUE,FALSE,FALSE,,
1084,NK cell,SEC14L1,8.3,NEW,TRUE,FALSE,FALSE,,
1085,NK cell,SELPLG,334.3,KNOWN,FALSE,TRUE,FALSE,,
1086,NK cell,SEMA4D,9.5,KNOWN,TRUE,FALSE,FALSE,,
1087,NK cell,SEPT9,18.4,NEW,TRUE,FALSE,FALSE,,
1088,NK cell,SERPINB1,90.8,NEW,TRUE,FALSE,FALSE,,
1089,NK cell,SERPINE1,9.1,KNOWN,TRUE,TRUE,TRUE,,
1090,NK cell,SERTAD1,17.3,KNOWN,TRUE,FALSE,FALSE,,
1091,NK cell,SERTAD2,1.6,NEW,TRUE,FALSE,FALSE,,
1092,NK cell,SESN1,63.7,NEW,TRUE,FALSE,FALSE,,
1093,NK cell,SESN2,2.8,NEW,TRUE,FALSE,FALSE,,
1094,NK cell,SFSWAP,6.3,NEW,TRUE,FALSE,FALSE,,
1095,NK cell,SGK1,3.7,KNOWN,TRUE,TRUE,TRUE,,
1096,NK cell,SGK3,10.9,KNOWN,FALSE,TRUE,FALSE,,
1097,NK cell,SGMS1,11.3,NEW,TRUE,FALSE,FALSE,,
1098,NK cell,SH2B3,2.1,KNOWN,TRUE,FALSE,FALSE,,
1099,NK cell,SH2D2A,30,KNOWN,FALSE,TRUE,FALSE,,
1100,NK cell,SH3BP5,30.7,KNOWN,TRUE,TRUE,TRUE,,
1101,NK cell,SHC1,24.9,KNOWN,TRUE,TRUE,TRUE,,
1102,NK cell,SIAH1,9.1,KNOWN,TRUE,TRUE,TRUE,,
1103,NK cell,SIL1,23.1,NEW,TRUE,FALSE,FALSE,,
1104,NK cell,SIPA1L1,2.3,NEW,TRUE,FALSE,FALSE,,
1105,NK cell,SIRT1,1.4,KNOWN,TRUE,TRUE,TRUE,,
1106,NK cell,SIRT2,38,KNOWN,FALSE,TRUE,FALSE,,
1107,NK cell,SIRT6,5.6,KNOWN,FALSE,TRUE,FALSE,,
1108,NK cell,SIVA1,98.2,KNOWN,FALSE,TRUE,FALSE,,
1109,NK cell,SKAP1,125,KNOWN,TRUE,TRUE,TRUE,,
1110,NK cell,SKP2,9.2,KNOWN,FALSE,TRUE,FALSE,,
1111,NK cell,SLA,142,NEW,TRUE,FALSE,FALSE,,
1112,NK cell,SLC12A4,1.8,NEW,TRUE,FALSE,FALSE,,
1113,NK cell,SLC25A37,1.5,NEW,TRUE,FALSE,FALSE,,
1114,NK cell,SLC2A1,3.8,KNOWN,TRUE,TRUE,TRUE,,
1115,NK cell,SLC37A1,7.1,NEW,TRUE,FALSE,FALSE,,
1116,NK cell,SLC6A6,1.8,NEW,TRUE,FALSE,FALSE,,
1117,NK cell,SLC9A3R1,327.2,KNOWN,FALSE,TRUE,FALSE,,
1118,NK cell,SLIT3,1.3,KNOWN,TRUE,FALSE,FALSE,,
1119,NK cell,SLX4IP,1.5,NEW,TRUE,FALSE,FALSE,,
1120,NK cell,SMAD1,2.3,KNOWN,TRUE,FALSE,FALSE,,
1121,NK cell,SMAD2,41.3,KNOWN,FALSE,TRUE,FALSE,,
1122,NK cell,SMAD4,1.1,KNOWN,TRUE,TRUE,TRUE,,
1123,NK cell,SMAD7,1.9,KNOWN,TRUE,TRUE,TRUE,,
1124,NK cell,SMARCA4,9.2,KNOWN,TRUE,TRUE,TRUE,,
1125,NK cell,SMC1A,17.9,KNOWN,TRUE,FALSE,FALSE,,
1126,NK cell,SMC3,19.4,KNOWN,TRUE,FALSE,FALSE,,
1127,NK cell,SMCO4,37.7,NEW,TRUE,FALSE,FALSE,,
1128,NK cell,SMG1,3,KNOWN,TRUE,FALSE,FALSE,,
1129,NK cell,SMG6,2,NEW,TRUE,FALSE,FALSE,,
1130,NK cell,SMURF2,3.6,KNOWN,FALSE,TRUE,FALSE,,
1131,NK cell,SMYD3,29.9,NEW,TRUE,FALSE,FALSE,,
1132,NK cell,SNAP47,33.1,NEW,TRUE,FALSE,FALSE,,
1133,NK cell,SNCA,16.6,KNOWN,FALSE,TRUE,FALSE,,
1134,NK cell,SND1,64,KNOWN,TRUE,FALSE,FALSE,,
1135,NK cell,SNRK,12.3,NEW,FALSE,TRUE,FALSE,,
1136,NK cell,SNRNP27,28.4,NEW,TRUE,FALSE,FALSE,,
1137,NK cell,SNX8,2.3,NEW,TRUE,FALSE,FALSE,,
1138,NK cell,SOCS1,6.3,KNOWN,TRUE,TRUE,TRUE,,
1139,NK cell,SOCS2,29.4,KNOWN,TRUE,FALSE,FALSE,,
1140,NK cell,SOCS4,2.5,NEW,TRUE,FALSE,FALSE,,
1141,NK cell,SOCS5,1.2,NEW,TRUE,FALSE,FALSE,,
1142,NK cell,SOD2,9.55,NEW,TRUE,FALSE,FALSE,,
1143,NK cell,SORBS3,6.6,NEW,FALSE,TRUE,FALSE,,
1144,NK cell,SOS1,3.2,KNOWN,FALSE,TRUE,FALSE,,
1145,NK cell,SP1,1.2,KNOWN,TRUE,TRUE,TRUE,,
1146,NK cell,SP140L,25.1,NEW,TRUE,FALSE,FALSE,,
1147,NK cell,SP2,10.6,NEW,TRUE,FALSE,FALSE,,
1148,NK cell,SP3,36.7,KNOWN,TRUE,TRUE,TRUE,,
1149,NK cell,SPATS2L,8.3,NEW,TRUE,FALSE,FALSE,,
1150,NK cell,SPECC1L,1.4,NEW,TRUE,FALSE,FALSE,,
1151,NK cell,SPIB,4.8,NEW,TRUE,FALSE,FALSE,,
1152,NK cell,SPIDR,8.1,NEW,TRUE,FALSE,FALSE,,
1153,NK cell,SPRY1,15.6,KNOWN,FALSE,TRUE,FALSE,,
1154,NK cell,SPTBN1,7.6,KNOWN,TRUE,FALSE,FALSE,,
1155,NK cell,SQOR,46.9,NEW,TRUE,FALSE,FALSE,,
1156,NK cell,SQSTM1,216.6,KNOWN,TRUE,TRUE,TRUE,,
1157,NK cell,SRGN,837.2,NEW,TRUE,FALSE,FALSE,,
1158,NK cell,SRPK1,11.8,NEW,FALSE,TRUE,FALSE,,
1159,NK cell,SSBP2,64.7,NEW,TRUE,FALSE,FALSE,,
1160,NK cell,ST3GAL1,48.1,NEW,TRUE,FALSE,FALSE,,
1161,NK cell,ST3GAL2,3.4,NEW,TRUE,FALSE,FALSE,,
1162,NK cell,ST6GAL1,29.8,NEW,TRUE,FALSE,FALSE,,
1163,NK cell,ST7,7.8,NEW,TRUE,FALSE,FALSE,,
1164,NK cell,STAG1,6.1,NEW,TRUE,FALSE,FALSE,,
1165,NK cell,STAM,18.6,NEW,FALSE,TRUE,FALSE,,
1166,NK cell,STAM2,2.7,NEW,FALSE,TRUE,FALSE,,
1167,NK cell,STAT4,62.7,KNOWN,TRUE,FALSE,FALSE,,
1168,NK cell,STAT5A,19.5,KNOWN,TRUE,TRUE,TRUE,,
1169,NK cell,STAT6,9.2,KNOWN,TRUE,TRUE,TRUE,,
1170,NK cell,STEAP3,1.4,KNOWN,TRUE,FALSE,FALSE,,
1171,NK cell,STK10,18.1,NEW,TRUE,TRUE,TRUE,,
1172,NK cell,STK11,1.8,KNOWN,TRUE,TRUE,TRUE,,
1173,NK cell,STK17A,19.7,NEW,TRUE,FALSE,FALSE,,
1174,NK cell,STK24,1.7,KNOWN,FALSE,TRUE,FALSE,,
1175,NK cell,STK3,1.9,KNOWN,FALSE,TRUE,FALSE,,
1176,NK cell,STK38,64.5,KNOWN,FALSE,TRUE,FALSE,,
1177,NK cell,STK40,2.3,NEW,TRUE,FALSE,FALSE,,
1178,NK cell,STOML2,110.4,NEW,FALSE,TRUE,FALSE,,
1179,NK cell,STRADB,29,KNOWN,FALSE,TRUE,FALSE,,
1180,NK cell,SUB1,164.1,NEW,TRUE,FALSE,FALSE,,
1181,NK cell,SUGT1,34.6,KNOWN,FALSE,TRUE,FALSE,,
1182,NK cell,SUMO1,261.2,NEW,FALSE,TRUE,FALSE,,
1183,NK cell,SUSD1,3.3,NEW,TRUE,FALSE,FALSE,,
1184,NK cell,SVIL,1.4,NEW,TRUE,FALSE,FALSE,,
1185,NK cell,SYK,33.3,KNOWN,TRUE,TRUE,TRUE,,
1186,NK cell,SYNE1,11.9,NEW,TRUE,FALSE,FALSE,,
1187,NK cell,SYNE2,4.1,NEW,TRUE,FALSE,FALSE,,
1188,NK cell,TAB1,3.6,KNOWN,FALSE,TRUE,FALSE,,
1189,NK cell,TAB2,5.2,KNOWN,TRUE,TRUE,TRUE,,
1190,NK cell,TACC1,4.4,NEW,TRUE,FALSE,FALSE,,
1191,NK cell,TAF1,1.5,KNOWN,TRUE,TRUE,TRUE,,
1192,NK cell,TAF1B,9.9,NEW,TRUE,FALSE,FALSE,,
1193,NK cell,TAOK3,96.9,KNOWN,TRUE,TRUE,TRUE,,
1194,NK cell,TAX1BP1,66,KNOWN,FALSE,TRUE,FALSE,,
1195,NK cell,TBC1D1,10.7,NEW,TRUE,FALSE,FALSE,,
1196,NK cell,TBC1D14,9.7,NEW,TRUE,FALSE,FALSE,,
1197,NK cell,TBC1D2B,1.7,NEW,TRUE,FALSE,FALSE,,
1198,NK cell,TBC1D31,12.1,NEW,TRUE,FALSE,FALSE,,
1199,NK cell,TBC1D5,4.5,NEW,TRUE,FALSE,FALSE,,
1200,NK cell,TBCA,136.9,NEW,TRUE,FALSE,FALSE,,
1201,NK cell,TBL1XR1,7.1,KNOWN,TRUE,FALSE,FALSE,,
1202,NK cell,TBP,35.5,KNOWN,TRUE,TRUE,TRUE,,
1203,NK cell,TBX21,15.2,NEW,TRUE,FALSE,FALSE,,
1204,NK cell,TBXAS1,12.4,NEW,TRUE,FALSE,FALSE,,
1205,NK cell,TCEAL1,24,NEW,TRUE,FALSE,FALSE,,
1206,NK cell,TCF12,17.1,KNOWN,TRUE,FALSE,FALSE,,
1207,NK cell,TCF4,11.3,KNOWN,TRUE,FALSE,FALSE,,
1208,NK cell,TCF7,47.6,NEW,TRUE,FALSE,FALSE,,
1209,NK cell,TDP1,24.9,KNOWN,TRUE,FALSE,FALSE,,
1210,NK cell,TEC,3.7,KNOWN,TRUE,TRUE,TRUE,,
1211,NK cell,TERF1,14.9,KNOWN,TRUE,TRUE,TRUE,,
1212,NK cell,TERF2,5,KNOWN,FALSE,TRUE,FALSE,,
1213,NK cell,TFDP1,2.3,KNOWN,FALSE,TRUE,FALSE,,
1214,NK cell,TFEB,2.3,NEW,TRUE,FALSE,FALSE,,
1215,NK cell,TGFBI,7.3,KNOWN,TRUE,FALSE,FALSE,,
1216,NK cell,TGFBR3,18,NEW,TRUE,FALSE,FALSE,,
1217,NK cell,TGIF1,19.9,NEW,TRUE,FALSE,FALSE,,
1218,NK cell,THADA,6,NEW,TRUE,FALSE,FALSE,,
1219,NK cell,THAP12,6.4,NEW,FALSE,TRUE,FALSE,,
1220,NK cell,THBS1,10.3,KNOWN,TRUE,TRUE,TRUE,,
1221,NK cell,TIAM1,12.5,KNOWN,TRUE,TRUE,TRUE,,
1222,NK cell,TIE1,2.7,NEW,FALSE,TRUE,FALSE,,
1223,NK cell,TIMP1,92,KNOWN,TRUE,FALSE,FALSE,,
1224,NK cell,TKT,33.7,NEW,FALSE,TRUE,FALSE,,
1225,NK cell,TLE1,4.8,KNOWN,TRUE,FALSE,FALSE,,
1226,NK cell,TLE4,3.5,NEW,TRUE,FALSE,FALSE,,
1227,NK cell,TLK1,9.3,KNOWN,TRUE,FALSE,FALSE,,
1228,NK cell,TLN1,4.3,KNOWN,FALSE,TRUE,FALSE,,
1229,NK cell,TLR1,6.3,KNOWN,FALSE,TRUE,FALSE,,
1230,NK cell,TLR2,5.5,KNOWN,TRUE,TRUE,TRUE,,
1231,NK cell,TMEM204,33.4,NEW,TRUE,FALSE,FALSE,,
1232,NK cell,TMEM30A,38.5,NEW,TRUE,FALSE,FALSE,,
1233,NK cell,TMX3,5.6,NEW,TRUE,FALSE,FALSE,,
1234,NK cell,TNFAIP8,116.5,NEW,TRUE,FALSE,FALSE,,
1235,NK cell,TNFAIP8L1,3.4,NEW,TRUE,FALSE,FALSE,,
1236,NK cell,TNFRSF10A,6.1,KNOWN,TRUE,TRUE,TRUE,,
1237,NK cell,TNFRSF10B,1.2,KNOWN,TRUE,TRUE,TRUE,,
1238,NK cell,TNFRSF1B,16,KNOWN,FALSE,TRUE,FALSE,,
1239,NK cell,TNFSF10,52.7,KNOWN,TRUE,TRUE,TRUE,,
1240,NK cell,TNFSF13B,5.2,KNOWN,TRUE,TRUE,TRUE,,
1241,NK cell,TNFSF4,1.7,KNOWN,FALSE,TRUE,FALSE,,
1242,NK cell,TNFSF8,2,NEW,TRUE,FALSE,FALSE,,
1243,NK cell,TNIK,2.8,KNOWN,TRUE,TRUE,TRUE,,
1244,NK cell,TNIP1,13,KNOWN,TRUE,TRUE,TRUE,,
1245,NK cell,TNIP2,5.8,KNOWN,FALSE,TRUE,FALSE,,
1246,NK cell,TNRC6B,37.2,NEW,TRUE,FALSE,FALSE,,
1247,NK cell,TOLLIP,46.5,KNOWN,FALSE,TRUE,FALSE,,
1248,NK cell,TOP1,7.3,KNOWN,FALSE,TRUE,FALSE,,
1249,NK cell,TOPBP1,1.2,KNOWN,FALSE,TRUE,FALSE,,
1250,NK cell,TOX2,1.5,NEW,TRUE,FALSE,FALSE,,
1251,NK cell,TP53BP2,3.8,KNOWN,FALSE,TRUE,FALSE,,
1252,NK cell,TP53INP1,6,KNOWN,TRUE,FALSE,FALSE,,
1253,NK cell,TP53RK,24.1,NEW,TRUE,TRUE,TRUE,,
1254,NK cell,TPCN1,10.1,NEW,TRUE,FALSE,FALSE,,
1255,NK cell,TPD52,16.3,NEW,TRUE,FALSE,FALSE,,
1256,NK cell,TPD52L1,2.8,NEW,TRUE,FALSE,FALSE,,
1257,NK cell,TRADD,32.9,KNOWN,FALSE,TRUE,FALSE,,
1258,NK cell,TRAF1,1.6,KNOWN,TRUE,TRUE,TRUE,,
1259,NK cell,TRAF2,14.7,KNOWN,TRUE,TRUE,TRUE,,
1260,NK cell,TRAF4,1.7,KNOWN,TRUE,TRUE,TRUE,,
1261,NK cell,TRAF5,23,KNOWN,FALSE,TRUE,FALSE,,
1262,NK cell,TRAF6,17.1,KNOWN,FALSE,TRUE,FALSE,,
1263,NK cell,TRAPPC9,6,NEW,TRUE,FALSE,FALSE,,
1264,NK cell,TRIAP1,51.2,NEW,TRUE,FALSE,FALSE,,
1265,NK cell,TRIB3,9,KNOWN,TRUE,TRUE,TRUE,,
1266,NK cell,TRIM21,81.7,KNOWN,TRUE,FALSE,FALSE,,
1267,NK cell,TRIM25,1.2,NEW,TRUE,TRUE,TRUE,,
1268,NK cell,TRIM28,24.8,KNOWN,TRUE,TRUE,TRUE,,
1269,NK cell,TRIM56,4.9,NEW,TRUE,FALSE,FALSE,,
1270,NK cell,TRIO,1.9,KNOWN,TRUE,FALSE,FALSE,,
1271,NK cell,TRPS1,1.1,NEW,TRUE,FALSE,FALSE,,
1272,NK cell,TSC1,3,KNOWN,TRUE,TRUE,TRUE,,
1273,NK cell,TSC2,1.8,KNOWN,TRUE,TRUE,TRUE,,
1274,NK cell,TSC22D3,971.4,KNOWN,FALSE,TRUE,FALSE,,
1275,NK cell,TSPAN14,102.3,NEW,TRUE,FALSE,FALSE,,
1276,NK cell,TSPAN3,62.4,NEW,TRUE,FALSE,FALSE,,
1277,NK cell,TTC1,92.7,NEW,FALSE,TRUE,FALSE,,
1278,NK cell,TUBA1C,13.4,NEW,TRUE,FALSE,FALSE,,
1279,NK cell,TUBB,19.3,KNOWN,FALSE,TRUE,FALSE,,
1280,NK cell,TUBGCP5,3.9,NEW,TRUE,FALSE,FALSE,,
1281,NK cell,TXK,161.7,NEW,TRUE,TRUE,TRUE,,
1282,NK cell,TXN,177.1,KNOWN,TRUE,TRUE,TRUE,,
1283,NK cell,TXNIP,686.3,KNOWN,FALSE,TRUE,FALSE,,
1284,NK cell,TXNRD1,26.1,KNOWN,TRUE,FALSE,FALSE,,
1285,NK cell,TYMS,7.8,NEW,TRUE,FALSE,FALSE,,
1286,NK cell,TYROBP,1702.8,KNOWN,FALSE,TRUE,FALSE,,
1287,NK cell,UBA52,1936.8,KNOWN,FALSE,TRUE,FALSE,,
1288,NK cell,UBB,4263.3,KNOWN,FALSE,TRUE,FALSE,,
1289,NK cell,UBC,453.7,KNOWN,TRUE,FALSE,FALSE,,
1290,NK cell,UBE2F,110,NEW,TRUE,FALSE,FALSE,,
1291,NK cell,UBE2I,209.8,KNOWN,FALSE,TRUE,FALSE,,
1292,NK cell,UBE2L3,80,KNOWN,TRUE,FALSE,FALSE,,
1293,NK cell,UBE2N,111.3,KNOWN,FALSE,TRUE,FALSE,,
1294,NK cell,UBR1,3.1,NEW,TRUE,FALSE,FALSE,,
1295,NK cell,UIMC1,17.2,KNOWN,FALSE,TRUE,FALSE,,
1296,NK cell,UPP1,12.3,NEW,TRUE,FALSE,FALSE,,
1297,NK cell,UQCC1,27.2,NEW,TRUE,FALSE,FALSE,,
1298,NK cell,USF1,1.1,KNOWN,TRUE,FALSE,FALSE,,
1299,NK cell,USF2,11.7,NEW,TRUE,FALSE,FALSE,,
1300,NK cell,USP1,18.3,NEW,FALSE,TRUE,FALSE,,
1301,NK cell,USP10,60.9,NEW,TRUE,FALSE,FALSE,,
1302,NK cell,USP34,3.3,KNOWN,TRUE,FALSE,FALSE,,
1303,NK cell,USP4,76.8,KNOWN,FALSE,TRUE,FALSE,,
1304,NK cell,USP7,2.9,KNOWN,TRUE,TRUE,TRUE,,
1305,NK cell,USP9X,3.5,KNOWN,TRUE,FALSE,FALSE,,
1306,NK cell,UST,2.9,NEW,TRUE,FALSE,FALSE,,
1307,NK cell,UTP14A,20.7,NEW,TRUE,FALSE,FALSE,,
1308,NK cell,UTRN,39.4,NEW,TRUE,FALSE,FALSE,,
1309,NK cell,UVRAG,9.2,NEW,TRUE,FALSE,FALSE,,
1310,NK cell,VAC14,2.6,NEW,TRUE,FALSE,FALSE,,
1311,NK cell,VASP,4.2,KNOWN,FALSE,TRUE,FALSE,,
1312,NK cell,VAV1,21.4,KNOWN,TRUE,TRUE,TRUE,,
1313,NK cell,VAV3,2.3,KNOWN,TRUE,TRUE,TRUE,,
1314,NK cell,VCL,5.1,KNOWN,FALSE,TRUE,FALSE,,
1315,NK cell,VCP,49.7,KNOWN,FALSE,TRUE,FALSE,,
1316,NK cell,VEGFB,1.1,KNOWN,TRUE,FALSE,FALSE,,
1317,NK cell,VGLL4,7.7,NEW,TRUE,FALSE,FALSE,,
1318,NK cell,VHL,2.1,KNOWN,FALSE,TRUE,FALSE,,
1319,NK cell,VIM,106.1,KNOWN,TRUE,TRUE,TRUE,,
1320,NK cell,VMP1,58.3,NEW,TRUE,FALSE,FALSE,,
1321,NK cell,VOPP1,31.9,NEW,TRUE,FALSE,FALSE,,
1322,NK cell,VPS13A,1.2,NEW,TRUE,FALSE,FALSE,,
1323,NK cell,VPS33B,6.3,NEW,TRUE,FALSE,FALSE,,
1324,NK cell,VPS53,1.4,NEW,TRUE,FALSE,FALSE,,
1325,NK cell,VPS8,6,NEW,TRUE,FALSE,FALSE,,
1326,NK cell,VRK1,58.6,NEW,TRUE,TRUE,TRUE,,
1327,NK cell,VRK2,19.2,NEW,TRUE,FALSE,FALSE,,
1328,NK cell,VWA5A,8,NEW,TRUE,FALSE,FALSE,,
1329,NK cell,WARS,48.2,KNOWN,TRUE,FALSE,FALSE,,
1330,NK cell,WASF2,26.9,NEW,FALSE,TRUE,FALSE,,
1331,NK cell,WASL,3,KNOWN,FALSE,TRUE,FALSE,,
1332,NK cell,WEE1,2,NEW,FALSE,TRUE,FALSE,,
1333,NK cell,WNK1,1.6,NEW,FALSE,TRUE,FALSE,,
1334,NK cell,WRN,1.3,KNOWN,TRUE,TRUE,TRUE,,
1335,NK cell,XAF1,8.6,KNOWN,TRUE,FALSE,FALSE,,
1336,NK cell,XPA,37.1,KNOWN,TRUE,TRUE,TRUE,,
1337,NK cell,XPC,18.7,KNOWN,TRUE,FALSE,FALSE,,
1338,NK cell,XPO1,5.8,KNOWN,FALSE,TRUE,FALSE,,
1339,NK cell,XRCC5,182.8,KNOWN,FALSE,TRUE,FALSE,,
1340,NK cell,XRCC6,268.5,KNOWN,FALSE,TRUE,FALSE,,
1341,NK cell,XXYLT1,1.8,NEW,TRUE,FALSE,FALSE,,
1342,NK cell,YES1,1.2,KNOWN,FALSE,TRUE,FALSE,,
1343,NK cell,YWHAB,79.5,KNOWN,TRUE,TRUE,TRUE,,
1344,NK cell,YWHAE,48.7,KNOWN,FALSE,TRUE,FALSE,,
1345,NK cell,YWHAH,26.2,KNOWN,FALSE,TRUE,FALSE,,
1346,NK cell,YWHAQ,267.9,KNOWN,FALSE,TRUE,FALSE,,
1347,NK cell,YWHAZ,430.5,KNOWN,TRUE,TRUE,TRUE,,
1348,NK cell,YY1,11.5,KNOWN,TRUE,TRUE,TRUE,,
1349,NK cell,ZBTB16,11.3,KNOWN,TRUE,TRUE,TRUE,,
1350,NK cell,ZBTB20,5.6,NEW,TRUE,FALSE,FALSE,,
1351,NK cell,ZC3HAV1,41,NEW,TRUE,FALSE,FALSE,,
1352,NK cell,ZEB2,8.3,KNOWN,TRUE,FALSE,FALSE,,
1353,NK cell,ZFP1,2.2,NEW,TRUE,FALSE,FALSE,,
1354,NK cell,ZFP30,3,NEW,TRUE,FALSE,FALSE,,
1355,NK cell,ZFP36,19.4,KNOWN,TRUE,FALSE,FALSE,,
1356,NK cell,ZFP36L1,166.7,KNOWN,TRUE,FALSE,FALSE,,
1357,NK cell,ZMAT3,1.7,NEW,TRUE,FALSE,FALSE,,
1358,NK cell,ZMIZ1,3.5,NEW,TRUE,FALSE,FALSE,,
1359,NK cell,ZMYND8,18.7,NEW,TRUE,FALSE,FALSE,,
1360,NK cell,ZNF107,3,NEW,TRUE,FALSE,FALSE,,
1361,NK cell,ZNF12,1.3,NEW,TRUE,FALSE,FALSE,,
1362,NK cell,ZNF124,9.9,NEW,TRUE,FALSE,FALSE,,
1363,NK cell,ZNF140,18.2,NEW,TRUE,FALSE,FALSE,,
1364,NK cell,ZNF148,37.2,KNOWN,TRUE,FALSE,FALSE,,
1365,NK cell,ZNF155,5.7,NEW,TRUE,FALSE,FALSE,,
1366,NK cell,ZNF169,3.9,NEW,TRUE,FALSE,FALSE,,
1367,NK cell,ZNF181,10.9,NEW,TRUE,FALSE,FALSE,,
1368,NK cell,ZNF184,7.8,NEW,TRUE,FALSE,FALSE,,
1369,NK cell,ZNF19,1.1,NEW,TRUE,FALSE,FALSE,,
1370,NK cell,ZNF200,12.9,NEW,TRUE,FALSE,FALSE,,
1371,NK cell,ZNF222,5,NEW,TRUE,FALSE,FALSE,,
1372,NK cell,ZNF226,27.4,NEW,TRUE,FALSE,FALSE,,
1373,NK cell,ZNF227,13.1,NEW,TRUE,FALSE,FALSE,,
1374,NK cell,ZNF23,1.9,NEW,TRUE,FALSE,FALSE,,
1375,NK cell,ZNF230,2.9,NEW,TRUE,FALSE,FALSE,,
1376,NK cell,ZNF235,6.1,NEW,TRUE,FALSE,FALSE,,
1377,NK cell,ZNF25,1.1,NEW,TRUE,FALSE,FALSE,,
1378,NK cell,ZNF254,3.2,NEW,TRUE,FALSE,FALSE,,
1379,NK cell,ZNF263,4.5,NEW,TRUE,FALSE,FALSE,,
1380,NK cell,ZNF267,15.9,NEW,TRUE,FALSE,FALSE,,
1381,NK cell,ZNF268,12.6,NEW,TRUE,FALSE,FALSE,,
1382,NK cell,ZNF302,19,NEW,TRUE,FALSE,FALSE,,
1383,NK cell,ZNF331,6,NEW,TRUE,FALSE,FALSE,,
1384,NK cell,ZNF333,12.2,NEW,TRUE,FALSE,FALSE,,
1385,NK cell,ZNF337,4.8,NEW,TRUE,FALSE,FALSE,,
1386,NK cell,ZNF33B,8.5,NEW,TRUE,FALSE,FALSE,,
1387,NK cell,ZNF343,1.2,NEW,TRUE,FALSE,FALSE,,
1388,NK cell,ZNF354A,7,KNOWN,TRUE,FALSE,FALSE,,
1389,NK cell,ZNF365,6.3,NEW,TRUE,FALSE,FALSE,,
1390,NK cell,ZNF407,1.3,NEW,TRUE,FALSE,FALSE,,
1391,NK cell,ZNF41,3.5,NEW,TRUE,FALSE,FALSE,,
1392,NK cell,ZNF417,2.3,NEW,TRUE,FALSE,FALSE,,
1393,NK cell,ZNF418,4.4,NEW,TRUE,FALSE,FALSE,,
1394,NK cell,ZNF419,10.3,NEW,TRUE,FALSE,FALSE,,
1395,NK cell,ZNF425,3.3,NEW,TRUE,FALSE,FALSE,,
1396,NK cell,ZNF490,1.7,NEW,TRUE,FALSE,FALSE,,
1397,NK cell,ZNF496,1.2,KNOWN,TRUE,FALSE,FALSE,,
1398,NK cell,ZNF510,4.9,NEW,TRUE,FALSE,FALSE,,
1399,NK cell,ZNF529,2.3,NEW,TRUE,FALSE,FALSE,,
1400,NK cell,ZNF550,5.8,NEW,TRUE,FALSE,FALSE,,
1401,NK cell,ZNF567,7.2,NEW,TRUE,FALSE,FALSE,,
1402,NK cell,ZNF585A,31.3,NEW,TRUE,FALSE,FALSE,,
1403,NK cell,ZNF589,1.2,NEW,TRUE,FALSE,FALSE,,
1404,NK cell,ZNF596,1.5,NEW,TRUE,FALSE,FALSE,,
1405,NK cell,ZNF599,3.7,NEW,TRUE,FALSE,FALSE,,
1406,NK cell,ZNF613,8,NEW,TRUE,FALSE,FALSE,,
1407,NK cell,ZNF619,1.5,NEW,TRUE,FALSE,FALSE,,
1408,NK cell,ZNF655,37.9,NEW,TRUE,FALSE,FALSE,,
1409,NK cell,ZNF669,4.7,NEW,TRUE,FALSE,FALSE,,
1410,NK cell,ZNF670,1.8,NEW,TRUE,FALSE,FALSE,,
1411,NK cell,ZNF680,5.4,NEW,TRUE,FALSE,FALSE,,
1412,NK cell,ZNF689,9.3,NEW,TRUE,FALSE,FALSE,,
1413,NK cell,ZNF721,15.1,NEW,TRUE,FALSE,FALSE,,
1414,NK cell,ZNF764,7.9,NEW,TRUE,FALSE,FALSE,,
1415,NK cell,ZNF778,1.1,NEW,TRUE,FALSE,FALSE,,
1416,NK cell,ZNF786,9.6,NEW,TRUE,FALSE,FALSE,,
1417,NK cell,ZNF79,7.1,NEW,TRUE,FALSE,FALSE,,
1418,NK cell,ZNF81,2.8,NEW,TRUE,FALSE,FALSE,,
1419,NK cell,ZNF84,11,NEW,TRUE,FALSE,FALSE,,
1420,NK cell,ZNF879,5.4,NEW,TRUE,FALSE,FALSE,,
1421,NA,CEMIP2,NA,NEW,TRUE,FALSE,FALSE,,
1422,NA,DIPK2B,NA,NEW,TRUE,FALSE,FALSE,,
1423,NA,DLEU1,NA,NEW,TRUE,FALSE,FALSE,,
1424,NA,GPX1,NA,NEW,TRUE,FALSE,FALSE,,
