Table S8: IEI Candidate Genes with Average in T Cells > 1 TPM Filter,CellType,Gene,mean,InItan,Pathway1,Pathway2,BothPathways,,
1388,T cell,ZNF721,14.95714286,NEW,TRUE,FALSE,FALSE,,
1389,T cell,ZNF764,2.971428571,NEW,TRUE,FALSE,FALSE,,
1390,T cell,ZNF778,1.471428571,NEW,TRUE,FALSE,FALSE,,
1391,T cell,ZNF786,8.842857143,NEW,TRUE,FALSE,FALSE,,
1392,T cell,ZNF79,5.571428571,NEW,TRUE,FALSE,FALSE,,
1393,T cell,ZNF84,9.442857143,NEW,TRUE,FALSE,FALSE,,
1394,T cell,ZNF879,4.8,NEW,TRUE,FALSE,FALSE,,
1395,NA,CEMIP2,NA,NEW,TRUE,FALSE,FALSE,,
1396,NA,DIPK2B,NA,NEW,TRUE,FALSE,FALSE,,
1397,NA,DLEU1,NA,NEW,TRUE,FALSE,FALSE,,
1398,NA,GPX1,NA,NEW,TRUE,FALSE,FALSE,,
1399,NA,HLA-DRB4,NA,KNOWN,TRUE,FALSE,FALSE,,
1400,NA,LINC00299,NA,NEW,TRUE,FALSE,FALSE,,
1401,NA,LINC00474,NA,NEW,TRUE,FALSE,FALSE,,
1402,NA,MDS2,NA,NEW,TRUE,FALSE,FALSE,,
1403,NA,MIR17HG,NA,NEW,FALSE,TRUE,FALSE,,
1404,NA,MRTFA,NA,NEW,TRUE,TRUE,TRUE,,
1405,NA,OFCC1,NA,NEW,TRUE,FALSE,FALSE,,
1406,NA,TENT4A,NA,NEW,TRUE,FALSE,FALSE,,
